"US_Food_Insecurity_Rate","US_Poverty_Rate","US_HS_Graduate_Rate","US_Bachelor_Rate","US_Rent","US_Income","US_Rent_to_Income_Pct","US_Food_Access_Rate"
0.133507858733694,"12.4%","89.4%","31.7%",7319.00903708319,54171.5145962733,0.135108074633503,54.0817422350888
